# LAMMPS data file created from VNL: Compatible with atom_style atomic.
   1440  atoms
      1  atom types
 0.000000  24.677242   xlo xhi
 0.000000  25.645342   ylo yhi
 0.000000  26.055114   zlo zhi

Masses

1   12.010700

Atoms

      1    1 0  4.318517  0.356185  2.171260
      2    1 0  4.318517  0.356185  10.856298
      3    1 0  4.318517  0.356185  19.541336
      4    1 0  4.318517  4.630409  2.171260
      5    1 0  4.318517  4.630409  10.856298
      6    1 0  4.318517  4.630409  19.541336
      7    1 0  4.318517  8.904632  2.171260
      8    1 0  4.318517  8.904632  10.856298
      9    1 0  4.318517  8.904632  19.541336
     10    1 0  4.318517  13.178856  2.171260
     11    1 0  4.318517  13.178856  10.856298
     12    1 0  4.318517  13.178856  19.541336
     13    1 0  4.318517  17.453080  2.171260
     14    1 0  4.318517  17.453080  10.856298
     15    1 0  4.318517  17.453080  19.541336
     16    1 0  4.318517  21.727303  2.171260
     17    1 0  4.318517  21.727303  10.856298
     18    1 0  4.318517  21.727303  19.541336
     19    1 0  9.253966  0.356185  2.171260
     20    1 0  9.253966  0.356185  10.856298
     21    1 0  9.253966  0.356185  19.541336
     22    1 0  9.253966  4.630409  2.171260
     23    1 0  9.253966  4.630409  10.856298
     24    1 0  9.253966  4.630409  19.541336
     25    1 0  9.253966  8.904632  2.171260
     26    1 0  9.253966  8.904632  10.856298
     27    1 0  9.253966  8.904632  19.541336
     28    1 0  9.253966  13.178856  2.171260
     29    1 0  9.253966  13.178856  10.856298
     30    1 0  9.253966  13.178856  19.541336
     31    1 0  9.253966  17.453080  2.171260
     32    1 0  9.253966  17.453080  10.856298
     33    1 0  9.253966  17.453080  19.541336
     34    1 0  9.253966  21.727303  2.171260
     35    1 0  9.253966  21.727303  10.856298
     36    1 0  9.253966  21.727303  19.541336
     37    1 0  14.189414  0.356185  2.171260
     38    1 0  14.189414  0.356185  10.856298
     39    1 0  14.189414  0.356185  19.541336
     40    1 0  14.189414  4.630409  2.171260
     41    1 0  14.189414  4.630409  10.856298
     42    1 0  14.189414  4.630409  19.541336
     43    1 0  14.189414  8.904632  2.171260
     44    1 0  14.189414  8.904632  10.856298
     45    1 0  14.189414  8.904632  19.541336
     46    1 0  14.189414  13.178856  2.171260
     47    1 0  14.189414  13.178856  10.856298
     48    1 0  14.189414  13.178856  19.541336
     49    1 0  14.189414  17.453080  2.171260
     50    1 0  14.189414  17.453080  10.856298
     51    1 0  14.189414  17.453080  19.541336
     52    1 0  14.189414  21.727303  2.171260
     53    1 0  14.189414  21.727303  10.856298
     54    1 0  14.189414  21.727303  19.541336
     55    1 0  19.124862  0.356185  2.171260
     56    1 0  19.124862  0.356185  10.856298
     57    1 0  19.124862  0.356185  19.541336
     58    1 0  19.124862  4.630409  2.171260
     59    1 0  19.124862  4.630409  10.856298
     60    1 0  19.124862  4.630409  19.541336
     61    1 0  19.124862  8.904632  2.171260
     62    1 0  19.124862  8.904632  10.856298
     63    1 0  19.124862  8.904632  19.541336
     64    1 0  19.124862  13.178856  2.171260
     65    1 0  19.124862  13.178856  10.856298
     66    1 0  19.124862  13.178856  19.541336
     67    1 0  19.124862  17.453080  2.171260
     68    1 0  19.124862  17.453080  10.856298
     69    1 0  19.124862  17.453080  19.541336
     70    1 0  19.124862  21.727303  2.171260
     71    1 0  19.124862  21.727303  10.856298
     72    1 0  19.124862  21.727303  19.541336
     73    1 0  24.060310  0.356185  2.171260
     74    1 0  24.060310  0.356185  10.856298
     75    1 0  24.060310  0.356185  19.541336
     76    1 0  24.060310  4.630409  2.171260
     77    1 0  24.060310  4.630409  10.856298
     78    1 0  24.060310  4.630409  19.541336
     79    1 0  24.060310  8.904632  2.171260
     80    1 0  24.060310  8.904632  10.856298
     81    1 0  24.060310  8.904632  19.541336
     82    1 0  24.060310  13.178856  2.171260
     83    1 0  24.060310  13.178856  10.856298
     84    1 0  24.060310  13.178856  19.541336
     85    1 0  24.060310  17.453080  2.171260
     86    1 0  24.060310  17.453080  10.856298
     87    1 0  24.060310  17.453080  19.541336
     88    1 0  24.060310  21.727303  2.171260
     89    1 0  24.060310  21.727303  10.856298
     90    1 0  24.060310  21.727303  19.541336
     91    1 0  3.084655  2.493297  2.171260
     92    1 0  3.084655  2.493297  10.856298
     93    1 0  3.084655  2.493297  19.541336
     94    1 0  3.084655  6.767521  2.171260
     95    1 0  3.084655  6.767521  10.856298
     96    1 0  3.084655  6.767521  19.541336
     97    1 0  3.084655  11.041744  2.171260
     98    1 0  3.084655  11.041744  10.856298
     99    1 0  3.084655  11.041744  19.541336
    100    1 0  3.084655  15.315968  2.171260
    101    1 0  3.084655  15.315968  10.856298
    102    1 0  3.084655  15.315968  19.541336
    103    1 0  3.084655  19.590191  2.171260
    104    1 0  3.084655  19.590191  10.856298
    105    1 0  3.084655  19.590191  19.541336
    106    1 0  3.084655  23.864415  2.171260
    107    1 0  3.084655  23.864415  10.856298
    108    1 0  3.084655  23.864415  19.541336
    109    1 0  8.020104  2.493297  2.171260
    110    1 0  8.020104  2.493297  10.856298
    111    1 0  8.020104  2.493297  19.541336
    112    1 0  8.020104  6.767521  2.171260
    113    1 0  8.020104  6.767521  10.856298
    114    1 0  8.020104  6.767521  19.541336
    115    1 0  8.020104  11.041744  2.171260
    116    1 0  8.020104  11.041744  10.856298
    117    1 0  8.020104  11.041744  19.541336
    118    1 0  8.020104  15.315968  2.171260
    119    1 0  8.020104  15.315968  10.856298
    120    1 0  8.020104  15.315968  19.541336
    121    1 0  8.020104  19.590191  2.171260
    122    1 0  8.020104  19.590191  10.856298
    123    1 0  8.020104  19.590191  19.541336
    124    1 0  8.020104  23.864415  2.171260
    125    1 0  8.020104  23.864415  10.856298
